DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
ACAP Saint John: Community-Based Water Monitoring Program,MillCreek,Mill Creek,45.27931,-66.155487,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-14,17:20:00,,,,,Water Bottle,Fecal Coliform,,,7.666666667,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MellBrookDown,Mellinger Brook Downstream,45.28833333,-66.18305556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-14,17:40:00,,,,,Water Bottle,Fecal Coliform,,,45,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MillCreekUp,Mill Creek Upstream,45.25972222,-66.19722222,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-14,17:52:00,,,,,Water Bottle,Fecal Coliform,,,25,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,Lily5,Lily Lake Site 5,45.29231667,-66.05626667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,2004-07-18,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1150,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,KennUp,Kennebecasis Bay Upstream,45.31166667,-66.09888889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-18,6:15:00,,,,,Water Bottle,Fecal Coliform,,,1,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,Mispec2,Mispec Stream 2,45.22722222,-66.95388889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-18,6:25:00,,,,,Water Bottle,Fecal Coliform,,,0.333333333,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,RedHeadMarsh,Red Head Marsh,45.26083333,-66.01611111,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-18,6:30:00,,,,,Water Bottle,Fecal Coliform,,,12,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverDown,Little River Downstream,45.27416667,-66.02694444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-18,7:00:00,,,,,Water Bottle,Fecal Coliform,,,5,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverUp,Little River Upstream,45.29805556,-66.00638889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-18,7:30:00,,,,,Water Bottle,Fecal Coliform,,,56,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,Mispec1,Mispec Stream 1,45.22638889,-66.95416667,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-18,7:35:00,,,,,Water Bottle,Fecal Coliform,,,5.333333333,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,Lorne1,Lorneville Stream 1,45.195,-66.17888889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-18,11:15:00,,,,,Water Bottle,Fecal Coliform,,,127,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INUP,Inner Harbour Upstream,45.27469,-66.08897,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-18,17:30:00,,,,,Water Bottle,Fecal Coliform,,,133,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,KennDown,Kennebecasis Bay Downstream,45.32972222,-66.08,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-18,17:50:00,,,,,Water Bottle,Fecal Coliform,,,2,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INDN,Inner Harbour Downstream,45.272068,-66.073478,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2004-07-18,17:54:00,,,,,Water Bottle,Fecal Coliform,,,,None,Actual,Above Detection/Quantification Limit,120,cfu/100ml,Sample Detection Limit,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INDN,Inner Harbour Downstream,45.272068,-66.073478,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2004-07-18,17:54:00,,,,,Water Bottle,Fecal Coliform,,,,None,Actual,Above Detection/Quantification Limit,120,cfu/100mL,Sample Detection Limit,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,Lily12,Lily Lake Site 12,45.28918333,-66.05751667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,2004-07-21,0:00:00,,,,,Water Bottle,Fecal Coliform,,,16,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,Lily5,Lily Lake Site 5,45.29231667,-66.05626667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,2004-07-21,0:00:00,,,,,Water Bottle,Fecal Coliform,,,23,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-21,8:10:00,,,,,Water Bottle,Fecal Coliform,,,1166667,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,AshLakeSream,Ashburn Lake Stream,45.32166667,-66.0525,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-21,8:40:00,,,,,Water Bottle,Fecal Coliform,,,0,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-21,8:45:00,,,,,Water Bottle,Fecal Coliform,,,212,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,GrandbayUp,Grand Bay Upstream,45.31944444,-66.18805556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-21,9:17:00,,,,,Water Bottle,Fecal Coliform,,,115.3333333,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,GrandbayDown,Grand Bay Downstream,45.30361111,-66.185,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-21,9:40:00,,,,,Water Bottle,Fecal Coliform,,,32.66666667,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MillCreek,Mill Creek,45.27931,-66.155487,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-21,12:00:00,,,,,Water Bottle,Fecal Coliform,,,9,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MellBrookDown,Mellinger Brook Downstream,45.28833333,-66.18305556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-21,12:10:00,,,,,Water Bottle,Fecal Coliform,,,25,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MellBrookUp,Mellinger Brook Upstream,45.28055556,-66.19944444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-21,12:20:00,,,,,Water Bottle,Fecal Coliform,,,27,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MillCreekUp,Mill Creek Upstream,45.25972222,-66.19722222,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-21,12:30:00,,,,,Water Bottle,Fecal Coliform,,,13,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,SpruceLakeUp,Spruce Lake Upstream,45.239564,-66.15554152,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-21,13:55:00,,,,,Water Bottle,Fecal Coliform,,,,None,Actual,Above Detection/Quantification Limit,120,cfu/100ml,Sample Detection Limit,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,SpruceLakeUp,Spruce Lake Upstream,45.239564,-66.15554152,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-21,13:55:00,,,,,Water Bottle,Fecal Coliform,,,,None,Actual,Above Detection/Quantification Limit,120,cfu/100mL,Sample Detection Limit,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,SpruceLakeDown,Spruce Lake Downstream,45.24388889,-66.1525,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-21,14:08:00,,,,,Water Bottle,Fecal Coliform,,,120000,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,Mispec2,Mispec Stream 2,45.22722222,-66.95388889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-25,10:06:00,,,,,Water Bottle,Fecal Coliform,,,0,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestUp,Saints Rest Upstream,45.23611111,-66.11888889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2004-07-25,10:10:00,,,,,Water Bottle,Fecal Coliform,,,9,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,Mispec1,Mispec Stream 1,45.22638889,-66.95416667,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-25,10:24:00,,,,,Water Bottle,Fecal Coliform,,,11,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestDown,Saints Rest Downstream,45.21944444,-66.13138889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2004-07-25,10:40:00,,,,,Water Bottle,Fecal Coliform,,,57,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INUP,Inner Harbour Upstream,45.27469,-66.08897,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-25,11:12:00,,,,,Water Bottle,Fecal Coliform,,,53,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,Lorne1,Lorneville Stream 1,45.195,-66.17888889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-25,11:20:00,,,,,Water Bottle,Fecal Coliform,,,43,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INDN,Inner Harbour Downstream,45.272068,-66.073478,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2004-07-25,11:36:00,,,,,Water Bottle,Fecal Coliform,,,9,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,Lily5,Lily Lake Site 5,45.29231667,-66.05626667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,2004-07-27,0:00:00,,,,,Water Bottle,Fecal Coliform,,,122,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,AshLakeSream,Ashburn Lake Stream,45.32166667,-66.0525,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-28,8:40:00,,,,,Water Bottle,Fecal Coliform,,,4,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MillCreek,Mill Creek,45.27931,-66.155487,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-28,9:20:00,,,,,Water Bottle,Fecal Coliform,,,5,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MellBrookDown,Mellinger Brook Downstream,45.28833333,-66.18305556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-28,9:35:00,,,,,Water Bottle,Fecal Coliform,,,93,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MillCreekUp,Mill Creek Upstream,45.25972222,-66.19722222,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-28,9:40:00,,,,,Water Bottle,Fecal Coliform,,,27,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MellBrookUp,Mellinger Brook Upstream,45.28055556,-66.19944444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-28,9:50:00,,,,,Water Bottle,Fecal Coliform,,,289,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,GrandbayDown,Grand Bay Downstream,45.30361111,-66.185,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-28,10:30:00,,,,,Water Bottle,Fecal Coliform,,,,None,Actual,Above Detection/Quantification Limit,800,cfu/100mL,Sample Detection Limit,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,GrandbayDown,Grand Bay Downstream,45.30361111,-66.185,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-28,10:30:00,,,,,Water Bottle,Fecal Coliform,,,,None,Actual,Above Detection/Quantification Limit,800,cfu/100ml,Sample Detection Limit,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,GrandbayUp,Grand Bay Upstream,45.31944444,-66.18805556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-28,10:35:00,,,,,Water Bottle,Fecal Coliform,,,154,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,SpruceLakeUp,Spruce Lake Upstream,45.239564,-66.15554152,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-28,14:00:00,,,,,Water Bottle,Fecal Coliform,,,,None,Actual,Above Detection/Quantification Limit,800,cfu/100ml,Sample Detection Limit,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,SpruceLakeUp,Spruce Lake Upstream,45.239564,-66.15554152,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-28,14:00:00,,,,,Water Bottle,Fecal Coliform,,,,None,Actual,Above Detection/Quantification Limit,800,cfu/100mL,Sample Detection Limit,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,SpruceLakeDown,Spruce Lake Downstream,45.24388889,-66.1525,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-07-28,14:11:00,,,,,Water Bottle,Fecal Coliform,,,214500,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,Lorne1,Lorneville Stream 1,45.195,-66.17888889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-08-01,11:30:00,,,,,Water Bottle,Fecal Coliform,,,105,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,KennUp,Kennebecasis Bay Upstream,45.31166667,-66.09888889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-08-01,15:30:00,,,,,Water Bottle,Fecal Coliform,,,1,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,Mispec1,Mispec Stream 1,45.22638889,-66.95416667,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-08-01,16:15:00,,,,,Water Bottle,Fecal Coliform,,,7,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,Mispec2,Mispec Stream 2,45.22722222,-66.95388889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-08-01,16:20:00,,,,,Water Bottle,Fecal Coliform,,,1,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,RedHeadMarsh,Red Head Marsh,45.26083333,-66.01611111,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-08-01,17:04:00,,,,,Water Bottle,Fecal Coliform,,,53,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INDN,Inner Harbour Downstream,45.272068,-66.073478,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2004-08-01,17:05:00,,,,,Water Bottle,Fecal Coliform,,,1110,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,KennDown,Kennebecasis Bay Downstream,45.32972222,-66.08,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-08-01,17:10:00,,,,,Water Bottle,Fecal Coliform,,,129,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INUP,Inner Harbour Upstream,45.27469,-66.08897,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-08-01,17:30:00,,,,,Water Bottle,Fecal Coliform,,,430,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestDown,Saints Rest Downstream,45.21944444,-66.13138889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2004-08-01,17:57:00,,,,,Water Bottle,Fecal Coliform,,,185,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestUp,Saints Rest Upstream,45.23611111,-66.11888889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2004-08-01,17:57:00,,,,,Water Bottle,Fecal Coliform,,,54,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,AshLakeSream,Ashburn Lake Stream,45.32166667,-66.0525,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-08-04,0:00:00,,,,,Water Bottle,Fecal Coliform,,,5,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,Lily5,Lily Lake Site 5,45.29231667,-66.05626667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,2004-08-04,0:00:00,,,,,Water Bottle,Fecal Coliform,,,18,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-08-04,8:35:00,,,,,Water Bottle,Fecal Coliform,,,7800000,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-08-04,9:16:00,,,,,Water Bottle,Fecal Coliform,,,,None,Actual,Above Detection/Quantification Limit,800,cfu/100ml,Sample Detection Limit,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-08-04,9:16:00,,,,,Water Bottle,Fecal Coliform,,,,None,Actual,Above Detection/Quantification Limit,800,cfu/100mL,Sample Detection Limit,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,GrandbayUp,Grand Bay Upstream,45.31944444,-66.18805556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-08-04,9:25:00,,,,,Water Bottle,Fecal Coliform,,,19.5,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,GrandbayDown,Grand Bay Downstream,45.30361111,-66.185,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-08-04,9:40:00,,,,,Water Bottle,Fecal Coliform,,,47,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MillCreek,Mill Creek,45.27931,-66.155487,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-08-04,11:30:00,,,,,Water Bottle,Fecal Coliform,,,2,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MellBrookDown,Mellinger Brook Downstream,45.28833333,-66.18305556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-08-04,11:40:00,,,,,Water Bottle,Fecal Coliform,,,223,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MillCreekUp,Mill Creek Upstream,45.25972222,-66.19722222,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-08-04,12:10:00,,,,,Water Bottle,Fecal Coliform,,,16,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MellBrookUp,Mellinger Brook Upstream,45.28055556,-66.19944444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-08-04,12:15:00,,,,,Water Bottle,Fecal Coliform,,,32,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,SpruceLakeUp,Spruce Lake Upstream,45.239564,-66.15554152,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-08-04,13:25:00,,,,,Water Bottle,Fecal Coliform,,,244,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,SpruceLakeDown,Spruce Lake Downstream,45.24388889,-66.1525,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-08-04,13:50:00,,,,,Water Bottle,Fecal Coliform,,,,None,Actual,Above Detection/Quantification Limit,400000,cfu/100mL,Sample Detection Limit,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,SpruceLakeDown,Spruce Lake Downstream,45.24388889,-66.1525,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-08-04,13:50:00,,,,,Water Bottle,Fecal Coliform,,,,None,Actual,Above Detection/Quantification Limit,400000,cfu/100ml,Sample Detection Limit,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,Lily5,Lily Lake Site 5,45.29231667,-66.05626667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,2004-08-08,0:00:00,,,,,Water Bottle,Fecal Coliform,,,2000,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestUp,Saints Rest Upstream,45.23611111,-66.11888889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2004-08-08,0:00:00,,,,,Water Bottle,Fecal Coliform,,,56,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,KennUp,Kennebecasis Bay Upstream,45.31166667,-66.09888889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-08-08,10:00:00,,,,,Water Bottle,Fecal Coliform,,,2,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,RedHeadMarsh,Red Head Marsh,45.26083333,-66.01611111,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-08-08,10:00:00,,,,,Water Bottle,Fecal Coliform,,,1,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,KennDown,Kennebecasis Bay Downstream,45.32972222,-66.08,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-08-08,10:25:00,,,,,Water Bottle,Fecal Coliform,,,0.333333333,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestDown,Saints Rest Downstream,45.21944444,-66.13138889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2004-08-08,10:45:00,,,,,Water Bottle,Fecal Coliform,,,40,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INDN,Inner Harbour Downstream,45.272068,-66.073478,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2004-08-08,10:54:00,,,,,Water Bottle,Fecal Coliform,,,,None,Actual,Above Detection/Quantification Limit,400,cfu/100ml,Sample Detection Limit,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INDN,Inner Harbour Downstream,45.272068,-66.073478,WGS84,,,,,Estuary,Sample-Routine,Surface Water,2004-08-08,10:54:00,,,,,Water Bottle,Fecal Coliform,,,,None,Actual,Above Detection/Quantification Limit,400,cfu/100mL,Sample Detection Limit,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INUP,Inner Harbour Upstream,45.27469,-66.08897,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-08-08,11:15:00,,,,,Water Bottle,Fecal Coliform,,,107,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,Lorne1,Lorneville Stream 1,45.195,-66.17888889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-08-08,11:45:00,,,,,Water Bottle,Fecal Coliform,,,98,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,Mispec1,Mispec Stream 1,45.22638889,-66.95416667,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-08-08,16:00:00,,,,,Water Bottle,Fecal Coliform,,,0,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,Mispec2,Mispec Stream 2,45.22722222,-66.95388889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2004-08-08,16:05:00,,,,,Water Bottle,Fecal Coliform,,,1,cfu/100mL,Actual,,,,,,,8048,HACH,,,,,NBCC,
